epoch,losses
0,0.8684735894203186
1,0.7804325819015503
2,0.7601195573806763
3,0.6977163553237915
4,0.6760136485099792
5,0.5851399898529053
6,0.4834044575691223
7,0.4665950536727905
8,0.37776321172714233
9,0.31150487065315247
10,0.2702646255493164
11,0.2221245914697647
12,0.16872426867485046
13,0.12211940437555313
14,0.0868520736694336
15,0.06855044513940811
16,0.05785347521305084
17,0.05989846587181091
18,0.08883947134017944
19,0.10800685733556747
20,0.12318729609251022
21,0.12524709105491638
22,0.10452426970005035
23,0.0924391970038414
24,0.08066710829734802
25,0.06463754922151566
26,0.047638315707445145
27,0.04709969460964203
28,0.0441829115152359
29,0.0462038479745388
30,0.0500926598906517
31,0.048830851912498474
32,0.05731191486120224
33,0.05631938949227333
34,0.056491002440452576
35,0.05574144795536995
36,0.05558335781097412
37,0.04826372489333153
38,0.04292824864387512
39,0.041218891739845276
40,0.03851760923862457
41,0.03496263548731804
42,0.03593575954437256
43,0.034300338476896286
44,0.03594999387860298
45,0.03434528782963753
46,0.038562577217817307
47,0.03838740661740303
48,0.03843601420521736
49,0.036104608327150345
50,0.036376286298036575
51,0.034742411226034164
52,0.028901482000947
53,0.03100581094622612
54,0.029521560296416283
55,0.02949254959821701
56,0.029750730842351913
57,0.030238252133131027
58,0.028461934998631477
59,0.027816617861390114
60,0.02762138657271862
61,0.02854011207818985
62,0.027192365378141403
63,0.025832979008555412
64,0.02481771633028984
65,0.024951577186584473
66,0.024028224870562553
67,0.025341015309095383
68,0.023093294352293015
69,0.022632312029600143
70,0.02304944209754467
71,0.021566346287727356
72,0.02215171419084072
73,0.022745244204998016
74,0.021508581936359406
75,0.019943449646234512
76,0.020034395158290863
77,0.01832481101155281
78,0.01914951577782631
79,0.01962152309715748
80,0.018383240327239037
81,0.01952829770743847
82,0.019969528540968895
83,0.01821252889931202
84,0.01785215176641941
85,0.016173409298062325
86,0.017016855999827385
87,0.01693216897547245
88,0.016884973272681236
89,0.017340023070573807
90,0.0157488826662302
91,0.01621100679039955
92,0.01523634884506464
93,0.014956530183553696
94,0.015468372963368893
95,0.014888406731188297
96,0.015546581707894802
97,0.01312506478279829
98,0.012807432562112808
99,0.012925436720252037
100,0.014216954819858074
101,0.013151058927178383
102,0.013694429770112038
103,0.013668585568666458
104,0.011724691838026047
105,0.011633234098553658
106,0.012132175266742706
107,0.012558669783174992
108,0.01166730746626854
109,0.01205703616142273
110,0.011305255815386772
111,0.011836595833301544
112,0.011574801988899708
113,0.01088595949113369
114,0.010418771766126156
115,0.010821128264069557
116,0.010682952590286732
117,0.010443818755447865
118,0.009891306050121784
119,0.009584409184753895
120,0.009709133766591549
121,0.009859876707196236
122,0.009870925918221474
123,0.009839270263910294
124,0.00851490069180727
125,0.00997203215956688
126,0.009680351242423058
127,0.009243560954928398
128,0.008866331540048122
129,0.008944731205701828
130,0.00899533648043871
131,0.008467452600598335
132,0.009311922825872898
133,0.009031620807945728
134,0.008616813458502293
135,0.008236783556640148
136,0.008851869031786919
137,0.008253172039985657
138,0.00831296294927597
139,0.008222001604735851
140,0.008663177490234375
141,0.00805902760475874
142,0.007923411205410957
143,0.00815093144774437
144,0.007616946008056402
145,0.007304593920707703
146,0.007893182337284088
147,0.008140543475747108
148,0.007063658908009529
149,0.007808184716850519
150,0.007345077581703663
151,0.007429479155689478
152,0.007016617804765701
153,0.007353672757744789
154,0.007117741275578737
155,0.007035563699901104
156,0.006962355226278305
157,0.006904206238687038
158,0.00680287042632699
159,0.006694086827337742
160,0.007174728903919458
